course_id,course_name,credit,description,is_active,department,workload_score,difficulty_level,is_prerequisite,prerequisite
664,Artificial Intelligence,4,"Study of the ideas and techniques that enable computers to behave intelligently. Search, constraint propagations, and reasoning. Knowledge representation, natural language, learning, question answering, inference, visual perception, and/or problem solving. Laboratory course.",TRUE,cs,3,4,FALSE,MET CS 248 and MET CS 341 or 342 or 520 or 521
669,Database Design and Implementation for Business,4,This course may not be taken in conjunction with MET CS 469 (undergraduate) or MET CS 579. Only one of these courses can be counted towards degree requirements. - Students learn the latest relational and object-relational tools and techniques for persistent data and object modeling and management. Students gain extensive hands- on experience using Oracle or Microsoft SQL Server as they learn the Structured Query Language (SQL) and design and implement databases. Students design and implement a database system as a term project.,TRUE,cs,5,3,TRUE,None. But not taken with MET CS 469 or 579
677,Data Science with Python,4,"Students will learn major Python tools and techniques for data analysis. There are weekly assignments and mini projects on topics covered in class. These assignments will help build necessary statistical, visualization and other data science skills for effective use of data science in a variety of applications including finance, text processing, time series analysis and recommendation systems. In addition, students will choose a topic for a final project and present it on the last day of class.",TRUE,cs,5,3,TRUE,MET CS 521
683,Mobile Application Development with Android,4,"This course discusses the principles and issues associated with mobile application development using Android as the development platform. Topics covered will include Android application components (Activities, Services, Content Providers and Broadcast Receivers), ICC (Inter-component Communication), UI design, data storage, asynchronous processing, 2D graphics, and Android security. Students will develop their own apps in Java and/or Kotlin using Android Studio in their semester-long projects. Prior knowledge of Java programming is required.",TRUE,cs,5,5,FALSE,"MET CS 342, 520, or 521"
701,Rich Internet Application Development,4,"The Rich Internet Application (RIA) Development course concentrates primarily on building rich client web applications in the browser for desktop and mobile devices. The course is divided into various modules covering in depth the following technologies: HTML5, AngularJS, and Ionic framework. Along with the fundamentals underlying these technologies, several applications will be showcased as case studies. Students work with these technologies starting with simple applications and then examining real world complex applications. At the end of this course, students would have mastered the latest and widely used RIA methodologies.",TRUE,cs,5,5,FALSE,MET CS 520 or 521 and MET CS 601
763,Secure Software Development,4,"Overview of techniques and tools to develop secure software. Focus on the application security. Topics include secure software development processes, threat modeling, secure requirements and architectures, vulnerability and malware analysis using static code analysis and dynamic analysis tools, vulnerabilities in C/C++ and Java programs, Crypto and secure APIs, vulnerabilities in web applications and mobile applications, and security testing. Hands-on lab and programming exercises using current tools are provided and required.",TRUE,cs,5,5,FALSE,MET TC 250 or MET CS 248 or MET OM 501 and at least two 500-level or above programming-intensive computer science courses
767,Advance Machine Learning and Neural Networks,4,"Theories and methods for learning from data. The course covers a variety of approaches, including Supervised and Unsupervised Learning, Regression, k-means, KNN’s, Neural Nets and Deep Learning, Recurrent Neural Nets, Rule-learning, Adversarial Learning, Bayesian Learning, and Genetic Algorithms. The underpinnings are covered: perceptrons, backpropagation, attention, and transformers. Each student focuses on two of these approaches and creates a term project.",TRUE,cs,5,4,TRUE,"MET CS 521 and MET CS 622,673, or 682. MET CS 677 is strongly rexommended"
101,Computers and Their Applications,4,"For students with no prior experience with computers. Organization and function of computer systems; application of computers in today's society; social impact of computers. Introduction to algorithms, various types of application packages, and the Internet. Not for computer science majors. Laboratory course.",FALSE,cs,1,1,FALSE,None
200,Introduction to Computer Information Systems,4,"This course is a technically-oriented introductory survey of information technology. Students learn about basic computer information, different types of business systems and basic systems analysis, design and development. Students also study basic mathematics, software development and create simple Java programs.",TRUE,cs,1,1,TRUE,None
201,Introduction to Programming,4,"Introduction to problem-solving methods and algorithm development. Includes procedural and data abstractions, program design, debugging, testing, and documentation. Covers data types, control structures, functions, parameter passing, library functions, and arrays. Laboratory exercises in Python. Laboratory course.",TRUE,cs,1,1,TRUE,None
231,Programming with C++,4,"Covers the elements of object-oriented programming and the C++ language. Data types, control structures, functions, library functions, classes, inheritance, and multiple inheritance. Use of constructors, destructors, function and operator overloading, reference parameters and default values, friend functions, input and output streams, templates, and exceptions. Laboratory course.",TRUE,cs,2,2,TRUE,MET CS 201
232,Programming with Java,4,"This course covers the elements of object-oriented programming and the Java Programming Language. Primitive data types, control structures, methods, classes, arrays and strings, inheritance and polymorphism, interfaces, creating user interfaces, applets, exceptions and streams. Laboratory course.",TRUE,cs,2,2,TRUE,MET CS 201
248,Discrete Mathematics,4,"Fundamentals of logic (the laws of logic, rules of inferences, quantifiers, proofs of theorems), Fundamental principles of counting (permutations, combinations), set theory, relations and functions, graphs, trees and sorting.",TRUE,cs,1,2,TRUE,High School Algebra
300,Introduction to Software Development,4,"This course introduces basic concepts in discrete mathematics, computer systems and programming that are necessary for modern computing systems. It also develops analytic and logical thinking and prepares students to take graduate-level courses in software development degree. This course first reviews the basic concepts in discrete mathematics including logic, sets, functions, relations and combinatorics. Then it discusses the fundamental concepts in computer systems such as computer organization, basic OS concepts, CPU scheduling, memory management, process management and synchronization. Concurrently with the above mathematics and systems studies, programming concepts are introduced and practiced throughout the whole course using Python.",TRUE,cs,1,3,FALSE,None
341,Data Structure with C++,4,"Covers data structures, using the C++ language. Topics include data abstraction, encapsulation, the use of recursion, creation and manipulation of various data structures; bags, lists, queues, tables, trees, heaps and graphs, and searching and sorting algorithms. Laboratory course.",FALSE,cs,3,3,TRUE,MET CS 231
342,Data Structures with Java,4,"This course covers data structures using the Java Programming Language. Topics include data abstraction, encapsulation, information hiding, and the use of recursion, creation and manipulation of various data structures: lists, queues, tables, trees, heaps, and graphs, and searching and sorting algorithms. Laboratory course.",TRUE,cs,3,4,TRUE,MET CS 232
382,Information Systems for Management,4,"Computer-based management information systems. Management's role in development and use of computer systems. Planning for a comprehensive information system; role in decision making, case studies.",TRUE,cs,1,1,FALSE,MET CS 201
401,Introduction to Web Application Development,4,"This course focuses on building core competencies in web design and development. It begins with a complete immersion into HTML essentially XHTML and Dynamic HTML (DHTML). Students are exposed to Cascading Style Sheets (CSS), as well as Dynamic CSS. The fundamentals of JavaScript language including object-oriented JavaScript is covered comprehensively. AJAX with XML and JSON are covered, as they are the primary means to transfer data from client and server.",TRUE,cs,3,2,FALSE,MET CS 231 or 232
422,Advanced Programming Concepts,4,"Comprehensive coverage of object-oriented programming with cooperating classes. Implementation of polymorphism with inheritance and interfaces and in Java library containers. Programming with exceptions, stream input/output and graphical AWT and Swing components. Threads, sockets, datagrams and database connectivity are also covered in this course. Laboratory course.",FALSE,cs,3,4,FALSE,MET CS 341 or 342
425,Introduction to Business Data Communications and Networks,4," Basic concepts of data communications and computer networks; hardware, software, and reference models; TCP/IP protocol suit. Overview of voice communication, LAN, network development life cycle, security, management IT Economic: Total Cost Ownership, Return on investment and IT Project Portfolio Management.",FALSE,cs,2,3,FALSE,MET CS 200. Should not be taken with MET CS 535 or 625
432,Introduction to IT Project Management,4,"This course provides comprehensive overview of IT Project Management and the key processes associated with planning, organizing and controlling of software Projects. The course will focus on various knowledge areas such as: project scope management, risk management, quality management, communications management and integration management. Students will be required to submit a term paper.",TRUE,cs,4,2,FALSE,None
469,Introduction to Database Design and Implementation for Business,4,"Students learn the latest relational and object-relational tools and techniques for persistent data and object modeling and management. Students gain extensive hands- on experience using Oracle or Microsoft SQL Server as they learn the Structured Query Language (SQL) and design and implement databases. Topics covered include: the relational and entity-relational models, data modeling, normalization, object modeling, SQL, advanced SQL, stored procedures, triggers, database design, database lifecycle, and transactions. Students are introduced to advanced topics including performance tuning, distributed databases, replication, business intelligence, data warehouses, internet databases, database administration, security, backup and recovery. Students design and implement a database system as a term project. Laboratory Class.",TRUE,cs,5,3,FALSE,"None. Should not be taken with MET CS 469,579, or 669"
472,Computer Architecture,4,"Computer organization with emphasis on processors, memory, and input/output. Includes pipelining, ALUs, caches, virtual memory, parallelism, measuring performance, and basic operating systems concepts. Discussion of assembly language instruction sets and programming as well as internal representation of instructions.",TRUE,cs,4,4,TRUE,MET CS 231 or 232
473,Introduction to Software Engineering,4,"Techniques for the construction of reliable, efficient, and cost-effective software. Requirement analysis, software design, programming methodologies, testing procedures, software development tools, and management issues. Students plan, design, implement, and test a system in a group project. Laboratory course.",TRUE,cs,5,3,FALSE,MET CS 342
495,Directed Study,4,Independent study on special projects under faculty guidance.,TRUE,cs,5,5,FALSE,None
496,Directed Study,4,Independent study on special projects under faculty guidance.,TRUE,cs,5,5,FALSE,None
506,Internship in Computer Science,,This course provides graduate students with the opportunity to seek internships. The chosen internship must be related to the student's specialization of study. Students enrolled in the course will be individually supervised by a faculty member from the Department of Computer Science. This course may not be taken until the student has completed at least six courses towards their master's program.,TRUE,cs,5,2,FALSE,Minimum of at least six courses counted to master's program
520,Information Structures with Java,4,"This course covers the concepts of object-oriented approach to software design and development using the Java programming language. It includes a detailed discussion of programming concepts starting with the fundamentals of data types, control structures methods, classes, applets, arrays and strings, and proceeding to advanced topics such as inheritance and polymorphism, interfaces, creating user interfaces, exceptions, and streams. Upon completion of this course the students will be able to apply software engineering criteria to design and implement Java applications that are secure, robust, and scalable.",TRUE,cs,3,4,TRUE,MET CS 200 and 201 or MET CS 300. Should not be taken with MET CS 232.
532,Computer Graphics,4,"This course is primarily the study of design of graphic algorithms. At the end of the course you can expect to be able to write programs to model, transform and display 3- dimensional objects on a 2-dimensional display. The course starts with a brief survey of graphics devices and graphics software. 2-d primitives such as lines and curves in 2- d space are studied and a number of algorithms to draw them on a rectangular surface are introduced, followed by a study of polygons, scan conversion and other fill methods. Attributes of the primitives are studied as well as filtering and aliasing. Geometric transformations in 2 dimensions are introduced in homogeneous coordinates, followed by the viewing pipeline, which includes clipping of lines, polygons and text. Hierarchical graphics modeling is briefly studied. The graphics user interface is introduced and various input functions and interaction modes are examined. 3-d graphics is introduced through object representations through polygonal methods, spline techniques, and octrees. This is followed by 3-d transformations and the 3-d viewing pipeline. The course ends with a study of algorithms to detect the visible surfaces of a 3-d object in both the object space and the image space. Laboratory Course.",FALSE,cs,1,5,TRUE,MET CS 248 and MET CS 341 or 342
535,Computer Networks,4,"This course provides a robust understanding of networking. It teaches the fundamentals of networking systems, their architecture, function and operation and how those fundamentals are reflected in current network technologies. Students will learn the principles that underlie all networks and the application of those principles (or not) to current network protocols and systems. The course explains how layers of different scope are combined to create a network. There will be a basic introduction to Physical Media, the functions that make up protocols, such as error detection, delimiting, lost and duplicate detection; and the synchronization required for the feedback mechanisms: flow and retransmission control, etc. Students will be introduced to how these functions are used in current protocols, such as Ethernet, WiFi, VLANs, TCP/IP, wireless communication, routing, congestion management, QoS, network management, security, and the common network applications as well as some past applications with unique design solutions.",TRUE,cs,1,5,TRUE,"MET CS 575 and MET CS 201, 231, or 232. But not taken with MET CS 425, 535, or 625"
544,Foundations of Analytics and Data Visualizaion,4,"The goal of this course is to provide students with the mathematical and practical background required in the field of data analytics. Probability and statistics concepts will be reviewed as well as the R tool for statistical computing and graphics. Different types of data are investigated along with data summarization techniques and plotting. Data populations using discrete, continuous, and multivariate distributions are explored. Errors during measurements and computations are analyzed in the course. Confidence intervals and hypothesis testing topics are also examined. The concepts covered in the course are demonstrated using R. Laboratory Course.",TRUE,cs,1,2,TRUE,MET CS 546 and MET CS 520 or 521
546,Introduction to Probability and Statistics,4,"The goal of this course is to provide students with the mathematical fundamentals required for successful quantitative analysis of problems. The first part of the course introduces the mathematical prerequisites for understanding probability and statistics. Topics include combinatorial mathematics, functions, and the fundamentals of differentiation and integration. The second part of the course concentrates on the study of elementary probability theory, discrete and continuous distributions.",TRUE,cs,1,2,TRUE,"None. Should not be taken with MET MA 213, 113, and 123"
550,Computational Mathematics for Machine Learning,4,"Mathematics is fundamental to data science and machine learning. In this course, you will review essential mathematical concepts and fundamental procedures illustrated by Python and/or R code and visualizations. Computational methods for data science presented through accessible, self-contained examples, intuitive explanations, and visualization will be discussed. Equal emphasis will be placed on both mathematics and computational methods that are at the heart of many algorithms for data analysis and machine learning. You will also advance your mathematical proficiency enabling you to effectively apply your skills to data analytics and machine learning.",TRUE,cs,1,3,FALSE,Basic Knowledge of Python or R
555,Foundation of Machine Learning,4,"This course provides an overview of the statistical tools most commonly used to process, analyze, and visualize data. Topics include simple linear regression, multiple regression, logistic regression, analysis of variance, and survival analysis. These topics are explored using the statistical package R, with a focus on understanding how to use and interpret output from this software as well as how to visualize results. In each topic area, the methodology, including underlying assumptions and the mechanics of how it all works along with appropriate interpretation of the results, are discussed. Concepts are presented in context of real world examples.",TRUE,cs,1,3,TRUE,MET CS 544
561,Financial Analytics,4,"This course presents financial algorithms used in applications of computer science in financial decision analysis, risk management, data mining and market analysis, and other modern business processes. The course covers theoretical background on probabilistic methods used for financial decision making and their application in number of fields such as financial modeling, venture capital decision making, operational risk measurement and investment science. Number of financial applications and algorithms are being presented for portfolio risk analysis, modeling real options, venture capital decision making, etc. The course concludes with algorithms for financial risk assessment and presents the security concepts and challenges of financial information systems.",FALSE,cs,1,3,FALSE,None
566,Analysis of Algorithms,4,"Learn basic methods for designing and analyzing efficient computer algorithms and practice hands-on programming skills. Topics include sorting, searching, dynamic programming, greedy algorithms, advanced data structures, graph algorithms (shortest path, spanning trees, tree traversals), matrix operations, string matching, and NP-completeness.",TRUE,cs,1,4,TRUE,"MET CS 341, 342, or 526."
570,Biomedical Sciences and Health IT,4,"This course is designed for IT professionals, and those training to be IT professionals, who are preparing for careers in healthcare-related IT (Health Informatics). This course provides a high-level introduction into basic concepts of biomedicine and familiarizes students with the structure and organization of American healthcare system and the roles played by IT in that system. The course introduces medical terminology, human anatomy and physiology, disease processes, diagnostic modalities, and treatments associated with common disease processes. IT case studies demonstrate the key roles of health informatics and how IT tools and resources help medical professionals integrate multiple sources of information to make diagnostic and therapeutic decisions.",TRUE,cs,1,4,TRUE,None
575,Operating Systems,4,"Overview of operating system characteristics, design objectives, and structures. Topics include concurrent processes, coordination of asynchronous events, file systems, resource sharing, memory management, security, scheduling and deadlock problems.",TRUE,cs,2,5,TRUE,MET CS 472 and MET CS 231 or 232
579,Database Management,4,"This course provides a theoretical yet modern presentation of database topics ranging from Data and Object Modeling, relational algebra and normalization to advanced topics such as how to develop Web-based database applications. Other topics covered - relational data model, SQL and manipulating relational data; applications programming for relational databases; physical characteristics of databases; achieving performance and reliability with database systems; object- oriented database systems. Prereq: MET CS 231 or MET CS 232; or instructor's consent.",TRUE,cs,5,3,TRUE,MET CS 231 or 232. But not taken with MET CS 469 or 669
580,Health Infomatics,4,"This course presents the fundamental principles, concepts, and technological elements that make up the building blocks of Health Informatics. It introduces the characteristics of data, information, and knowledge in the domain, the common algorithms for health applications, and IT components in representative clinical processes. It presents the conceptual framework for handling biomedical data collection, storage, and optimal use. It covers the concepts of population health and precision medicine and the information systems that support them. It introduces basic principles of knowledge management systems in biomedicine, various aspects of Health Information Technology standards, and IT aspects of clinical process modeling. Students design a simple Health Informatics solution as a term project.",TRUE,cs,1,4,TRUE,MET CS 570
581,Health Information Systems,4,"Health Information Systems are comprehensive application systems that automate the activities of healthcare delivery including clinical care using electronic health records (EHRs), coordination of care across providers, telehealth, management of the business of healthcare such as revenue cycle management, and population health management. The course covers the functionality of these systems, the underlying information technology they require and their successful operations. It addresses challenges in this rapidly changing field such as complex data, security, interoperability, mobile technology and distributed users. The course emphasizes applied use of health information systems through case studies, current articles, and exercises.",TRUE,cs,1,4,FALSE,None
584,Ethical and Legal Issues in Healthcare Informatics,4,"Laws, regulations, and ethics guide the practice of health information management (HIM) and health informatics (HI). This course introduces students to the workings of the American legal system and concepts and theories of ethics, examines the legal, ethical, and regulatory issues that impact the protection of confidentiality and integrity of patient information, and, on the other hand, the improvement of accessibility of patient information to enable healthcare providers to make informed decision based on complete patient data. We will cover laws and regulations that are central to the HIM and HI professions, including Privacy Act of 1974, the Health Insurance Portability and Accountability Act (HIPAA), the Genetic Information Nondiscrimination Act of 2008 (GINA), the Health Information Technology for Economic and Clinical Health (HITECH) Act, the Food and Drug Administration Safety and Innovation Act (FDASIA), the 21st Century Cures Act, and the Confidentiality of Alcohol and Drug Abuse Patient Records Regulations, and more. The goal is to enable HIM and HI practitioners to make effective and informed decisions that prompt patient safety and care quality improvement.",TRUE,cs,1,3,FALSE,None
593,Special Topics,4,"Spring 2024 Course Description: The course introduces basic business concepts in biomedical, biotech and health information technology entrepreneurship and provides a hands-on experience in creating, proposing and justifying a business model for a healthcare or a biotech startup. Foundational study and research of entrepreneurship, business models, international healthcare systems and innovation compose the first three modules of the course. For the final two modules, students work in teams to propose founder roles, business ideas and analysis leading to a business plan. After providing market needs and competitive analysis of proposals, they visualize and assess overall business models, including strengths, weaknesses, opportunities and threats analysis. Finally, they present their business models including the empathy map and the canvas blocks, defending their business proposal.",TRUE,cs,2,4,FALSE,None
599,Biometrics,4,"In this course we will study the fundamental and design applications of various biometric systems based on fingerprints, voice, face, hand geometry, palm print, iris, retina, and other modalities. Multimodal biometric systems that use two or more of the above characteristics will be discussed. Biometric system performance and issues related to the security and privacy aspects of these systems will also be addressed.",FALSE,cs,1,3,FALSE,None
625,Business Data Communication and Networks,4,This course may not be taken in conjunction with CS 425 (undergraduate) or CS 535. Only CS 535 or CS 625 can be c ounted towards degree requirements. - This course presents the foundations of data communications and takes a bottom-up approach to computer networks. The course concludes with an overview of basic network security and management concepts.,TRUE,cs,5,5,TRUE,MET CS 200. Should not be taken with MET CS 425 and 535
632,Information Technology Project Management,4,"This course provides students with a comprehensive overview of the principles, processes, and practices of software project management. Students learn techniques for planning, organizing, scheduling, and controlling software projects. There is substantial focus on software cost estimation and software risk management. Students will obtain practical project management skills and competencies related to the definition of a software project, establishment of project communications, managing project changes, and managing distributed software teams and projects.",TRUE,cs,4,3,FALSE,None
662,Computer Language Theory,4,"Theory of finite automata and regular expressions and properties of regular sets. Context- free grammars, context-free languages, and pushdown automata. Turing machines, undecidability problems, and the Chomsky hierarchy. Introduction to computational complexity theory and the study of NP-complete problems.",TRUE,cs,1,5,FALSE,MET CS 566 or 248
674,Database Security,4,"The course provides a strong foundation in database security and auditing. This course utilizes Oracle scenarios and step-by-step examples. The following topics are covered: security, profiles, password policies, privileges and roles, Virtual Private Databases, and auditing. The course also covers advanced topics such as SQL injection, database management security issues such as securing the DBMS, enforcing access controls, and related issues.",TRUE,cs,5,4,FALSE,MET CS 579 or 699
684,Enterprise Cybersecurity Management,4,"This course covers important topics that students need to understand in order to effectively manage a successful cybersecurity and privacy program, including governance, risk management, asset classification and incidence response. Students are first introduced to cybersecurity & privacy policy frameworks, governance, standards, and strategy. Risk tolerance is critical when building a cybersecurity and privacy program that supports business goals and strategies. Risk management fundamentals and assessment processes will be reviewed in depth including the methodology for identifying, quantifying, mitigating and controlling risks. Asset classification and the importance of protecting Intellectual Property (IP) will prepare students to understand and identify protection mechanisms needed to defend against malicious actors, including industry competitors and nation states. Incident Response programs will cover preparation and responses necessary to triage incidents and respond quickly to limit damage from malicious actors.",TRUE,cs,3,4,FALSE,None
685,Network Design and Management,4,"This course will cover contemporary integrated network management based on FCAPS (Fault, Configuration, Administration, Performance, and Security management) model. The introduction to the course will be an overview of data transmission techniques and networking technologies. The middle part of the course will be on Network Management Model, SNMP versions 1, 2 and 3, and MIBs. In the second part of the course, particular focus and emphasis will be given to current network management issues: various wireless networks technologies (WLAN, WiFi, WiMax), Voice-over-IP, Peer-to-Peer Networks, networking services, Identity Management, and Services Oriented Architecture Management.",FALSE,cs,3,4,FALSE,MET CS 535 or 625
688,Web Mining and Graph Analytics,4,"The Web Mining and Graph Analytics course covers the areas of web mining, machine learning fundamentals, text mining, clustering, and graph analytics. This includes learning fundamentals of machine learning algorithms, how to evaluate algorithm performance, feature engineering, content extraction, sentiment analysis, distance metrics, fundamentals of clustering algorithms, how to evaluate clustering performance, and fundamentals of graph analysis algorithms, link analysis and community detection based on graphs. Laboratory Course.",TRUE,cs,1,4,FALSE,MET CS 544 or 555
689,Designing and Implementing a Data Warehouse,4,"This course surveys state-of-the art technologies in DW and Big Data. It describes logical, physical and semantic foundation of modern DW infrastructure. Students will create a cube using OLAP and implement decision support benchmarks on Hadoop/Spark vs Vertica database. Upon successful completion, students will be familiar with tradeoffs in DW design and architecture.",TRUE,cs,5,4,FALSE,MET CS 579 or 699 and either MET CS 520 or 521
690,Network Security,4,"This course will cover advanced network security issues and solutions. The main focus on the first part of the course will be on Security basics, i.e. security services, access controls, vulnerabilities, threats and risk, network architectures and attacks. In the second part of the course, particular focus and emphasis will be given to network security capabilities and mechanisms (Access Control on wire-line and wireless networks), IPsec, Firewalls, Deep Packet Inspection and Transport security. The final portion of the course will address Network Application security (Email, Ad-hoc, XML/SAML and Services Oriented Architecture security. As part of our course review we will explore a number of Network Use Cases. Prereq: MET CS 535 or MET CS 625; Familiarity with OSI and TCP/IP protocol stack; Background-familiarity with binary numbers, prime numbers, binary- hexadecimal-decimal conversions, etc; Familiarity with computer programming concepts;",TRUE,cs,1,4,FALSE,MET CS 535 or 625
693,Digital Forensics and Investigations,4,"Provides a comprehensive understanding of digital forensics and investigation tools and techniques. Learn what computer forensics and investigation is as a profession and gain an understanding of the overall investigative process. Operating system architectures and disk structures are discussed. Studies how to set up an investigator's office and laboratory, as well as what computer forensic hardware and software tools are available. Other topics covered include importance of digital evidence controls and how to process crime and incident scenes, details of data acquisition, computer forensic analysis, e-mail investigations, image file recovery, investigative report writing, and expert witness requirements. Provides a range of laboratory and hands-on assignments either in solo or in teams. With rapid growth of computer systems and digital data this area has grown in importance.",TRUE,cs,5,5,FALSE,"Working knowledge of windows computers, including installing and removing software"
694,Mobile Forensics and Security,4,"Overview of mobile forensics investigation techniques and tools. Topics include mobile forensics procedures and principles, related legal issues, mobile platform internals, bypassing passcode, rooting or jailbreaking process, logical and physical acquisition, data recovery and analysis, and reporting. Provides in-depth coverage of both iOS and Android platforms. Laboratory and hands-on exercises using current tools are provided and required.",FALSE,cs,5,4,FALSE,None
695,Cybersecurity,4,"This course introduces fundamental concepts, principles of cybersecurity and their use in the development of security mechanisms and policies. Topics include basic risk assessment and management; basic legal and ethics issues, various cyber attacks, defense methods and tools; security principles, models and components; different crypto protocols, techniques and tools, including symmetric and asymmetric encryption algorithms, hashing, public key infrastructure, and how they can be used; security threats and defense to hardware, operating systems, networks and applications in modern computing environments. Hands-on labs using current tools are provided and required.",TRUE,cs,1,5,FALSE,MET CS 535 or 625
697,Special Topics in Computer Science,4,The course MET CS 697 Special Topics in Computer Science changes from semester to semester. More than one CS697 can be offered in a given semester.,FALSE,cs,3,4,FALSE,None
699,Data Mining,4,"Study basic concepts and techniques of data mining. Topics include data preparation, classification, performance evaluation, association rule mining, regression and clustering. Students learn underlying theories of data mining algorithms in the class and they practice those algorithms through assignments and a semester-long class project using R. After finishing this course, students will be able to independently perform data mining tasks to solve real-world problems.",TRUE,cs,5,3,FALSE,"MET CS 532, 546, and either MET CS 579 or 669"
775,Advanced Networking,4,"This seminar course provides a strong foundation in networking and Internet architecture, data transfer protocols, including TCP, SCTP, QUIC, and IPv6, and a deep look at network resource allocation with an emphasis on protocol- independent hardware for Deep Packet Inspection (DPI) and congestion management. The course goes into greater depth of current topics such as: naming and addressing, synchronization, congestion management and resource allocation (routing) and how they manifest in different environments. There will be assigned readings from the professor that require considerable class participation, both in presenting material and discussing it.",FALSE,cs,5,5,FALSE,MET CS 535 or 625
777,Big Data Analytics,4,"This course is an introduction to large-scale data analytics. Big Data analytics is the study of how to extract actionable, non-trivial knowledge from massive amount of data sets. This class will focus both on the cluster computing software tools and programming techniques used by data scientists, as well as the important mathematical and statistical models that are used in learning from large-scale data processing. On the tools side, we will cover the basics systems and techniques to store large-volumes of data, as well as modern systems for cluster computing based on Map-Reduce pattern such as Hadoop MapReduce, Apache Spark and Flink. Students will implement data mining algorithms and execute them on real cloud systems like Amazon AWS, Google Cloud or Microsoft Azure by using educational accounts. On the data mining models side, this course will cover the main standard supervised and unsupervised models and will introduce improvement techniques on the model side.",TRUE,cs,5,5,FALSE,"MET CS 521, 544, and 555 or MET 677"
